timestamp,eci x [m],eci y [m],eci z [m]
1735208760.25,-1809954.1795935573,-4948885.557332375,4353174.972143949
1735208760.5,-1810664.9038970703,-4949905.24019294,4351725.008771041
1735208760.75,-1811375.4871397065,-4950924.53742761,4350274.705414486
1735208761.0,-1812085.9292660824,-4951943.448956853,4348824.062187345
1735208761.25,-1812796.230220819,-4952961.97470116,4347373.07920273
1735208761.5,-1813506.3899485413,-4953980.114581045,4345921.756573774
1735208761.75,-1814216.4083936897,-4954997.868516763,4344470.094414067
1735208762.0,-1814926.2855009467,-4956015.236428943,4343018.092836731
1735208762.25,-1815636.0212150533,-4957032.218238303,4341565.751954816
1735208762.5,-1816345.615480543,-4958048.81386528,4340113.071881862
1735208762.75,-1817055.0682421396,-4959065.023230597,4338660.052731061
1735208763.0,-1817764.3794444364,-4960080.846254811,4337206.694615919
1735208763.25,-1818473.5490321408,-4961096.282858649,4335752.997649759
1735208763.5,-1819182.5769499736,-4962111.332962869,4334298.961945924
1735208763.75,-1819891.46314256,-4963125.996488121,4332844.587618011
1735208764.0,-1820600.207554612,-4964140.27335518,4331389.874779472
1735208764.25,-1821308.81013088,-4965154.163484894,4329934.823543757
1735208764.5,-1822017.2708161983,-4966167.666798249,4328479.434024153
1735208764.75,-1822725.5895550963,-4967180.783215802,4327023.70633466
1735208820.0,-1975682.3320446536,-5181447.387605068,3997221.9770597736
1735208880.0,-2133258.20017831,-5391784.676237255,3621836.659809444
1735208940.0,-2281263.350375141,-5577932.090661959,3230156.322716247
